index,route_type,length_1,heat_value_1,length_2,heat_value_2,length_3,heat_value_3,length_4,heat_value_4,length_5,heat_value_5,length_ratio,cost_angle_mean,links,correct,,,,,
53,1,0.3412805,0.4495387,0,0,0.6310586,0.3343165,0,0,0.0276609,0.1366433,1.2994212,0.1067434,"[3, -103244478, -103244181, -103244032, -116098868, -116098869, -102961862, -1034921095, -1034921096, -102961861, -102961860, -102961859, -1308333249, -1308333250, -116098713, -116098714, -116098715, -20021435, -108765606, 1126313652, 1126313651, 116098462, 102961852, 116101548, 116101547, 102961849, 102961848, 1226920980, 1226920979, 102961847, 102961846, 20091182, 102961837, 1244754473, 1244754472, 1244754468, 916263364, 916263363, 1227393628, 1227393627, 1065143207, 102961834, 102961833, 1065136345, 1065136347, 1065136346, 102961831, 102961830, 1268498691, 1268498690, 1227394271, 1227394270, 102961827, 116098229, 989800591, 1126511642, 1126511641, 108765592, 1064997506, -1064997505, -786932833, 111844510, 923475791, 923475790, 990297000, 1064997503, -1064997504, -1227393852, -1227393853, -916182806, -1126274580, -1126274581, -779340288, 779340289, 779340286, 1064994515, 1064994514, 1126322915, 1126322914, 1034915548, 722618349, 1034915550, -1034915551, -1227394233, -1227394234, -1227394180, -116099214, -779338897, 1064991098, 1064991097, 806771046, 806771045, 1064984782, 1226925221, 1226925220, 1227394291, 1227394290, 1245011828, 1245011827, 857484979, 857484978, -857484973, -1064981941, -1064981942, -1064610242, -857484981, -1064610239, -1227451194, -1227451195, -779338894, 1244999418, 1244999417, 1226925603, 984753226, 984753225, 1243995784, 1243995783, 20137596, 1243858016, 1243858015, 1243759627, 1243759626, 1243758981, 1243759624, 1243759623, 20090028, 116099763, -1065034980, 1065034989, 1065034988, 1243766269, 1243766268, 1308315987, 1308315986, 116090594, 116090584, 1302450893, 1302450892, 1302450891, 19978816, 16885350, 1165353617, 1165353616, 1165353537, 1226924305, 1226924304, 1165262495, 1165246610, 1165246609, 852112144, 1165245825, 1165245824, 1165245834, 1165245833, 851236454, 851236453, 1226923915, 1226923914, 1165245010, 1165245009, 1165351717, 1165351716]",1,,,,,
54,0,0,0,0.1445417,2.1220096,0.8192086,1.732681,0,0,0.0362497,0.1366433,1.277639,0.0658971,"[3, -103244478, -103244181, -103244032, -116098868, -116098869, -102961862, -1034921095, -1034921096, -102961861, -102961860, -102961859, -1308333249, -1308333250, -116098713, -116098714, -116098715, -20021435, -108765606, 1126313652, 1126313651, 116098462, 102961852, 116101548, 116101547, 102961849, 102961848, 1226920980, 1226920979, 102961847, 102961846, -103053753, -103053756, -103053757, -108765260, -108765261, -989849987, -989849988, -1126180832, -1126180833, -1126180830, -1126180831, -739553452, -989849188, -1036635316, -1227106104, -1227106105, -989848389, -989848390, -989848455, -116097569, -116097761, -116097762, -103053743, -1226921618, -1226921619, -108765174, -116097691, -116097692, -1244146709, -1244146710, -1126180829, -1244089627, -1244089628, -1244089623, -1065216626, -1065216627, -103053659, -1065216624, -1065216625, -103050478, -103050477, -1244619578, -1244619579, -1152537178, -1152537179, -1152537177, -103050474, -103050475, -1226920828, -1226920829, -103049984, -1244616243, -1244616244, -1244618014, -1244618015, -103049939, -1244214749, -1244214750, -1065087879, -1065087880, -1065087878, -1244214769, -1244214770, -116098943, 1203702436, 1203702435, 847723025, 1226429964, 1226429963, 1065087872, 1244388889, 1244388888, 1244396978, 1244396990, 1244396989, 1226433551, 1226433550, 1226430398, 1226430397, 1226429812, 1226429811, 1226433541, 1226433540, 1226433539, 1243998148, 1243998147, 1243998146, 1226430138, 857749260, 857749263, -857767337, 927949261, 927949260, 857767339, -857767340, -116100128, -1226424947, -1226424948, -812912019, -812912020, -19978644, -108769571, -108769570, -16885373, -108769580, -108769582, -1226424821, -1226424822, -852113950, -20068931, -16885379, -16885381, -1165359256, 1165359257, 130104039, 1231399623, 1231399622, 1226425769]",1,,,,,
54,1,0,0,0.1445417,2.1220096,0.8192086,1.732681,0,0,0.0362497,0.1366433,1.277639,0.0658971,"[3, -103244478, -103244181, -103244032, -116098868, -116098869, -102961862, -1034921095, -1034921096, -102961861, -102961860, -102961859, -1308333249, -1308333250, -116098713, -116098714, -116098715, -20021435, -108765606, 1126313652, 1126313651, 116098462, 102961852, 116101548, 116101547, 102961849, 102961848, 1226920980, 1226920979, 102961847, 102961846, -103053753, -103053756, -103053757, -108765260, -108765261, -989849987, -989849988, -1126180832, -1126180833, -1126180830, -1126180831, -739553452, -989849188, -1036635316, -1227106104, -1227106105, -989848389, -989848390, -989848455, -116097569, -116097761, -116097762, -103053743, -1226921618, -1226921619, -108765174, -116097691, -116097692, -1244146709, -1244146710, -1126180829, -1244089627, -1244089628, -1244089623, -1065216626, -1065216627, -103053659, -1065216624, -1065216625, -103050478, -103050477, -1244619578, -1244619579, -1152537178, -1152537179, -1152537177, -103050474, -103050475, -1226920828, -1226920829, -103049984, -1244616243, -1244616244, -1244618014, -1244618015, -103049939, -1244214749, -1244214750, -1065087879, -1065087880, -1065087878, -1244214769, -1244214770, -116098943, 1203702436, 1203702435, 847723025, 1226429964, 1226429963, 1065087872, 1244388889, 1244388888, 1244396978, 1244396990, 1244396989, 1226433551, 1226433550, 1226430398, 1226430397, 1226429812, 1226429811, 1226433541, 1226433540, 1226433539, 1243998148, 1243998147, 1243998146, 1226430138, 857749260, 857749263, -857767337, 927949261, 927949260, 857767339, -857767340, -116100128, -1226424947, -1226424948, -812912019, -812912020, -19978644, -108769571, -108769570, -16885373, -108769580, -108769582, -1226424821, -1226424822, -852113950, -20068931, -16885379, -16885381, -1165359256, 1165359257, 130104039, 1231399623, 1231399622, 1226425769]",1,,,,,
55,0,0,0,0.1456974,0.1726177,0.8267353,0.5922418,0,0,0.0275673,0.1136181,1.3640844,0.0971827,"[3, -103244478, -103244181, -103244032, -116098868, -116098869, -102961862, -1034921095, -1034921096, -102961861, -102961860, -102961859, -1308333249, -1308333250, -116098713, -116098714, -116098715, -20021435, -108765606, 1126313652, 1126313651, 116098462, 102961852, 116101548, 116101547, 102961849, 102961848, 1226920980, 1226920979, 19978728, 103053651, 103053686, 1126012085, 1126012084, 1126012089, 1126012088, 1126012093, 1126012092, 108765078, 108765077, 103053680, 103053678, 103053675, 103053674, 103053671, 103053704, 103053703, 103053700, 103053698, 103053697, 103053696, 103053694, 103053693, 103053691, 103053690, 103053715, 103053714, 103053713, 116109272, 116109273, 103053711, 103053710, 103053709, 103053708, 103053707, 103053706, 1243994249, 1243994253, 1243994252, 103053720, 103053719, 103053718, 103053717, 103053716, 1226920999, 1226920998, 103053634, 103053633, 103053632, 103053631, 1243972068, 1243972067, 103053629, 103053628, 103053627, 103049574, 103060022, 1226920997, 1226920996, 1035012692, 1035012691, 1226916711, 1226916710, 1065002759, 1065002758, 108769007, 103049568, 1065135224, 1065135223, 1226921476, 1226921475, 1065135214, 1065135216, 1065135215, 1226921478, 1226921477, 1065144629, 1065144632, 1065144631, 1226916485, 1226916484, 1065144633, 1035012710, 116085674, 116085677, 116085676, 103049442, 1064519080, 1064519079, 1064519084, 1064519083, 1064519082, 1064519081, 813873378, 1308330061, 1308330060, 1226920926, 19986807, 125146840, 1231383312, 1231383311, 1065291285, 1165394939, 1165394938, 1231400826, 1231400825, 1165394745, 1165394744, 130093456, 1165394637, 1165394636, 130093377, 130093376, 130093382]",1,,,,,
55,1,0,0,0.1456974,0.1726177,0.8267353,0.5922418,0,0,0.0275673,0.1136181,1.3640844,0.0971827,"[3, -103244478, -103244181, -103244032, -116098868, -116098869, -102961862, -1034921095, -1034921096, -102961861, -102961860, -102961859, -1308333249, -1308333250, -116098713, -116098714, -116098715, -20021435, -108765606, 1126313652, 1126313651, 116098462, 102961852, 116101548, 116101547, 102961849, 102961848, 1226920980, 1226920979, 19978728, 103053651, 103053686, 1126012085, 1126012084, 1126012089, 1126012088, 1126012093, 1126012092, 108765078, 108765077, 103053680, 103053678, 103053675, 103053674, 103053671, 103053704, 103053703, 103053700, 103053698, 103053697, 103053696, 103053694, 103053693, 103053691, 103053690, 103053715, 103053714, 103053713, 116109272, 116109273, 103053711, 103053710, 103053709, 103053708, 103053707, 103053706, 1243994249, 1243994253, 1243994252, 103053720, 103053719, 103053718, 103053717, 103053716, 1226920999, 1226920998, 103053634, 103053633, 103053632, 103053631, 1243972068, 1243972067, 103053629, 103053628, 103053627, 103049574, 103060022, 1226920997, 1226920996, 1035012692, 1035012691, 1226916711, 1226916710, 1065002759, 1065002758, 108769007, 103049568, 1065135224, 1065135223, 1226921476, 1226921475, 1065135214, 1065135216, 1065135215, 1226921478, 1226921477, 1065144629, 1065144632, 1065144631, 1226916485, 1226916484, 1065144633, 1035012710, 116085674, 116085677, 116085676, 103049442, 1064519080, 1064519079, 1064519084, 1064519083, 1064519082, 1064519081, 813873378, 1308330061, 1308330060, 1226920926, 19986807, 125146840, 1231383312, 1231383311, 1065291285, 1165394939, 1165394938, 1231400826, 1231400825, 1165394745, 1165394744, 130093456, 1165394637, 1165394636, 130093377, 130093376, 130093382]",1,,,,,
56,0,0,0,0.1721687,1.6212273,0.793711,1.0487956,0,0,0.0341203,0.0926553,1.2751586,0.1343554,"[3, -103244478, -103244181, -103244032, -116098868, -116098869, -102961862, -1034921095, -1034921096, -102961861, -102961860, -102961859, -1308333249, -1308333250, -116098713, -116098714, -116098715, -20021434, -103048860, -103048856, -1308333247, -1308333248, -103048859, -1034921184, -1227394292, -1227394293, -1034921182, -1034921183, -116098866, -116098867, -103048854, -103048855, 1034920401, 1227450602, 1227450601, 111843866, 1227393792, 1227393791, 1065141745, 1065141744, 103048810, 1227393735, 1227393790, 1227452006, 1227452005, -116115926, -116117979, -116117980, 1227393447, 1227393446, 116115912, -116115923, 116115922, 1227393454, 1227393453, 1104478568, 1104478567, 108765911, 1226951143, 1226951142, 116113584, 116113494, 116115741, -116115742, -1065152048, -1065152049, -1065152041, -1065152042, -1308309696, -1308309697, -1308315491, -1308315492, -1244502354, -1244502355, -1244502350, -1244502351, -1244502343, -1244502344, -1227127662, -19978828, -1244722201, -1244722202, -820338431, 1227124963, 1227124962, 820338433, 820338432, 1227124932, 1227124931, 1226975273, 1226975272, 1226973263, 1226973262, 116097824, 1245003499, 1245003498, 1226975191, 1226975422, 1226975421, 1226973376, 1226973375, 1226973330, 1226975355, 1226975354, 1244527522, 1244527521, 820336767, 1065163784, 1226589651, 1226589650, 1226973225, 1226973224, 1227376173, 1227376172, 1065163785, 108767938, 103048700, 103048699, 1227452656, 1227452655, 19986854, 1226589653, 1226589652, 108770196, 108770195, 108756621, 108770193, 1165299879, 1231332942, 1231332941, 20075411, 1226975471, 1226975470, 1288516300, 1288516299, 1165295784, 1165295783, 1231401878, 1231401877, 1150605943, 1150605942, 1165252684, 1165252683, 1150605949]",1,,,,,
56,1,0,0,0.1740065,1.6212273,0.7897002,1.0595713,0,0,0.0362933,0.1320564,1.2616912,0.1329127,"[3, -103244478, -103244181, -103244032, -116098868, -116098869, -102961862, -1034921095, -1034921096, -102961861, -102961860, -102961859, -1308333249, -1308333250, -116098713, -103243469, -103048856, -1308333247, -1308333248, -103048859, -1034921184, -1227394292, -1227394293, -1034921182, -1034921183, -116098866, -116098867, -103048854, -103048855, 1034920401, 1227450602, 1227450601, 111843866, 1227393792, 1227393791, 1065141745, 1065141744, 103048810, 1227393735, 1227393790, 1227452006, 1227452005, -116115926, -116117979, -116117980, 1227393447, 1227393446, 116115912, -116115923, 116115922, 1227393454, 1227393453, 1104478568, 1104478567, 108765911, 1226951143, 1226951142, 116113584, 116113494, 116115741, -116115742, -1065152048, -1065152049, -1065152041, -1065152042, -1308309696, -1308309697, -1308315491, -1308315492, -1244502354, -1244502355, -1244502350, -1244502351, -1244502343, -1244502344, -1227127662, -19978828, -1244722201, -1244722202, -820338431, 1227124963, 1227124962, 820338433, 820338432, 1227124932, 1227124931, 1226975273, 1226975272, 1226973263, 1226973262, 116097824, 1245003499, 1245003498, 1226975191, 1226975422, 1226975421, 1226973376, 1226973375, 1226973330, 1226975355, 1226975354, 1244527522, 1244527521, 820336767, 1065163784, 1226589651, 1226589650, 1226973225, 1226973224, 1227376173, 1227376172, 1065163785, 108767938, 103048700, 103048699, 1227452656, 1227452655, 19986854, 1226589653, 1226589652, 108770196, 108770195, 108756621, 108770193, 1165299879, 1231332942, 1231332941, 20075411, 1226975471, 1226975470, 1288516300, 1288516299, 1165295784, 1165295783, 1231401878, 1231401877, 1150605943, 1150605942, 1165252684, 1165252683, 1150605949]",1,,,,,
57,0,0,0,0.0413821,0.5603606,0.9268527,1.2782717,0.0317651,0.2482055,0,0,1.1360522,0.085912,"[1, 1249344420, 1214062631, 1214066981, 1214066980, 1214066863, 87507319, -1121250552, -1121250553, -1121250551, -1121250558, -1121250559, -1188064720, -1188064721, -918351797, -918351798, -87507821, -1119270414, -1119270417, -1119270418, -1119270413, -1119270412, -1119270415, -1119270416, -1188136754, -1188136755, -1188136747, -1188136750, -1188136751, -87497054, -27642289, -27642290, -1188069865, -1188071326, -1188071327, -87496579, -87507832, -27642303, -27642302, -1188068175, -1188068176, -1188067913, -1188068005, -1188068754, -1188068755, -1188067212, -1188067213, -87508004, -1192013818, -1192013819, -1188067004, -1188067005, -924929362, -990182358, -990182359, -766351495, -1188066766, -1188066767, -732551395, -732551396, -1188070840, -1192011542, -1192011543, -1020440340, -1020440341, -1119186156, -1119186157, -1119186155, -1251839255, -1251839256, -1119186152, -1251839253, -1251839254, -1119186153, -1119186154, -1242056488, -1242056489, -1242037088, -1242037089, -1262779645, -1262779646, -1251828704, -1251828701, -1251828702, -1242044334, -1242044335, -1242044339, -1250298524, -1250298525, -1250297868, -1250297183, -1250297858, -1250297859, -1250297177, -1250293282, -1242053705, -1242053703, -1242053710, -1242053711, -1214092969, -1214092970, -721569024, -87494500, -1214054477, -1214054478, -1242060253, -1242060254, -1242057868, -1118658670, -87494410, -1192847383, -1192847384, -87494335, -1214054072, -1214054162, -1214054163, -87494310, -1192844000, -1192844001, -1118666525, -1214054070, -1214054071, -124159090, -1118666524, -1118666528, -1118666529, -1118666527, -124159092, -1242052672, -1242052673, -1214018855, -1214018856, -1214020508, -1242065904, -1242065905, -1242065901, -1242065902, -1242144169, -1242144170, -1193925196, -1250670356, -1250670357, -1242118136, -1118979665, -1118979666, -1250672599, -1250672600, -1250672595, -1250672596, -1250672594, -1242064807, -1193925197, -1242064802, -1242064803, -1250674896, -1250674897, -1242063261, -1214060728, -1242121628, -1242121629, -1192704823, -1214057406, -1214057407, -1242121710, -1242121711, -1242058257, -1214057291, -1214057272, -1214056893, -1214056894, -1250651487, -1250651488, -87493538, -1250651454, -1250651455, -1250651450, -1250651451, -1250651444, -1250651445, -1250651446, -1214056521, -1214056522, -1214056427, -1241925195, -1242183424, -1242183425, -1241923589, -1241923590, -1119192888, -1119192889, -1119192885, -1119192886, -1118983913, -1118983914, -1118983912, -1214086036, -1214086037, -1214085888, -1242152832, -1242205874, -1242205875, -1214085241, -1214085242, -1214084978, -1231051814, -1231051815, -87508500, -1214358217, -1214358218, -1214357355, -1192704551, -1192704552, -709557933, -1118679053, -1118679054, -1118679051, -1118679052, -786257495, -772810041, -1214282741, -1214282742, -1214281053, -1214281054, -1118940741, -772812351, -1118940738, -1118940739, 1191060109, -1191060108, -1169832853, -1169832854, -87508489, -918644273]",1,,,,,
57,1,0,0,0.0413821,0.5603606,0.9268527,1.2782717,0.0317651,0.2482055,0,0,1.1360522,0.085912,"[1, 1249344420, 1214062631, 1214066981, 1214066980, 1214066863, 87507319, -1121250552, -1121250553, -1121250551, -1121250558, -1121250559, -1188064720, -1188064721, -918351797, -918351798, -87507821, -1119270414, -1119270417, -1119270418, -1119270413, -1119270412, -1119270415, -1119270416, -1188136754, -1188136755, -1188136747, -1188136750, -1188136751, -87497054, -27642289, -27642290, -1188069865, -1188071326, -1188071327, -87496579, -87507832, -27642303, -27642302, -1188068175, -1188068176, -1188067913, -1188068005, -1188068754, -1188068755, -1188067212, -1188067213, -87508004, -1192013818, -1192013819, -1188067004, -1188067005, -924929362, -990182358, -990182359, -766351495, -1188066766, -1188066767, -732551395, -732551396, -1188070840, -1192011542, -1192011543, -1020440340, -1020440341, -1119186156, -1119186157, -1119186155, -1251839255, -1251839256, -1119186152, -1251839253, -1251839254, -1119186153, -1119186154, -1242056488, -1242056489, -1242037088, -1242037089, -1262779645, -1262779646, -1251828704, -1251828701, -1251828702, -1242044334, -1242044335, -1242044339, -1250298524, -1250298525, -1250297868, -1250297183, -1250297858, -1250297859, -1250297177, -1250293282, -1242053705, -1242053703, -1242053710, -1242053711, -1214092969, -1214092970, -721569024, -87494500, -1214054477, -1214054478, -1242060253, -1242060254, -1242057868, -1118658670, -87494410, -1192847383, -1192847384, -87494335, -1214054072, -1214054162, -1214054163, -87494310, -1192844000, -1192844001, -1118666525, -1214054070, -1214054071, -124159090, -1118666524, -1118666528, -1118666529, -1118666527, -124159092, -1242052672, -1242052673, -1214018855, -1214018856, -1214020508, -1242065904, -1242065905, -1242065901, -1242065902, -1242144169, -1242144170, -1193925196, -1250670356, -1250670357, -1242118136, -1118979665, -1118979666, -1250672599, -1250672600, -1250672595, -1250672596, -1250672594, -1242064807, -1193925197, -1242064802, -1242064803, -1250674896, -1250674897, -1242063261, -1214060728, -1242121628, -1242121629, -1192704823, -1214057406, -1214057407, -1242121710, -1242121711, -1242058257, -1214057291, -1214057272, -1214056893, -1214056894, -1250651487, -1250651488, -87493538, -1250651454, -1250651455, -1250651450, -1250651451, -1250651444, -1250651445, -1250651446, -1214056521, -1214056522, -1214056427, -1241925195, -1242183424, -1242183425, -1241923589, -1241923590, -1119192888, -1119192889, -1119192885, -1119192886, -1118983913, -1118983914, -1118983912, -1214086036, -1214086037, -1214085888, -1242152832, -1242205874, -1242205875, -1214085241, -1214085242, -1214084978, -1231051814, -1231051815, -87508500, -1214358217, -1214358218, -1214357355, -1192704551, -1192704552, -709557933, -1118679053, -1118679054, -1118679051, -1118679052, -786257495, -772810041, -1214282741, -1214282742, -1214281053, -1214281054, -1118940741, -772812351, -1118940738, -1118940739, 1191060109, -1191060108, -1169832853, -1169832854, -87508489, -918644273]",1,,,,,
58,0,0.7796662,0.7377331,0,0,0.1847802,1.9429135,0.0355537,0.3322204,0,0,1.3502095,0.0798714,"[1, 1249344420, 1214062631, 1214066981, 1214066980, 1214066863, 1121210498, 1214063558, 1214063557, 1121210500, 1188063608, 1188063607, 1188063420, 918351793, 918351792, 87507816, 835901305, 1119024545, 1119024544, 722520956, 783672855, 783672854, 783672853, 784644815, 784644814, 124159026, 1169931031, 1169931030, 87509450, 1262751871, 1262751870, 1169696861, 1169696860, 835901295, 1263110156, 1263110155, 1169401094, 1263110643, 1263110642, 1303395118, 1303395117, 1303481636, 1303481635, 1168371911, 835987709, 1169467467, 1169467466, 1161066034, 1303460957, 1303460956, 1303488857, 1303488856, 87508563, 1169461151, 1169461150, 1169461153, 1303610597, 1303610596, 1262751077, 1262751076, 806674713, 1287620803, 1287620802, 835905697, 835905696, 1169461149, 1169461148, 1244791432, 1244791431, 87506782, 1244791430, 1244791429, 87507786, 27647682, 27647681, 114450758, 936321947, 1145303112, 936321945, 1198052736, 1198052738, 1198052737, 936321929, 936321930, 936321933, 936321932, 936321926, 936321936, 936321939, 936321938]",1,,,,,
58,1,0.7796662,0.7377331,0,0,0.1847802,1.9429135,0.0355537,0.3322204,0,0,1.3502095,0.0798714,"[1, 1249344420, 1214062631, 1214066981, 1214066980, 1214066863, 1121210498, 1214063558, 1214063557, 1121210500, 1188063608, 1188063607, 1188063420, 918351793, 918351792, 87507816, 835901305, 1119024545, 1119024544, 722520956, 783672855, 783672854, 783672853, 784644815, 784644814, 124159026, 1169931031, 1169931030, 87509450, 1262751871, 1262751870, 1169696861, 1169696860, 835901295, 1263110156, 1263110155, 1169401094, 1263110643, 1263110642, 1303395118, 1303395117, 1303481636, 1303481635, 1168371911, 835987709, 1169467467, 1169467466, 1161066034, 1303460957, 1303460956, 1303488857, 1303488856, 87508563, 1169461151, 1169461150, 1169461153, 1303610597, 1303610596, 1262751077, 1262751076, 806674713, 1287620803, 1287620802, 835905697, 835905696, 1169461149, 1169461148, 1244791432, 1244791431, 87506782, 1244791430, 1244791429, 87507786, 27647682, 27647681, 114450758, 936321947, 1145303112, 936321945, 1198052736, 1198052738, 1198052737, 936321929, 936321930, 936321933, 936321932, 936321926, 936321936, 936321939, 936321938]",1,,,,,
59,0,0,0,0.2463438,0.4080104,0.186547,0.6543246,0.5671092,0.2115437,0,0,1.2393222,0.1416039,"[1, 1255403151, 1214760057, 1214760056, 1255403204, 1255403203, 1090725661, 1255403159, 1255403158, 97977202, 1285463665, 1285463664, 1090724147, 97977200, 1255403054, 1255403053, 1194479732, 1237494377, 1237494376, -1237494379, -1237494380, -1090724158, -1090991230, -1090991231, -115921302, -1091132968, -1091132969, 115921373, -115922374, -115922375, -1090991232, -1090991233, 1214760830, -1214760829, -1090724749, -1214760888, 1214760887, 1255567108, -1255567107, -1255567118, 1255567117, 1090724757, 1214760220, 1214760219, 1214760191, 1214760190, 1214760189, 1090852307, 1090724761, 1090724760, 97977223, 1213697812, 1214070424, 1214070423, 1213697975, 1213698045, 1213698044, 1213698074, 1213698073, 1213698072, 1002615435, 1002615442, 1002615441, -98026995, -1255651132, -1255651134, -1255651135, -98320249, -97977226, -1213697413, -1213697490, -1213697491, -1213697379, -1281987234, -1281987235, -1213697381, -115922414, -115922415, -97977228, -1255425232, -1255425233, -125392883, -1213427803, -1213427804, -1213427698, -1213428213, -1213428214, -1285463539, -1309065437, -1309065438, -1255549636, -1255549630, -1309065435, -1309065436, -1255549626, -1214846239, -1214846240, -1214760884, -1214760584, -1214760585, -1255918502, -1255918503, -1214760472, -1214760473, -1214846384, -1214846385, -1214846436, -1214846437, -1057169892, -90962665, -767804850, -767804851, -90962664, -1213697769, -1213697770, -711627046, -1213697654, -1237644004, -1237644005, -1255431911, -1255431912, -1213697798, -97976457, -97976460, -97976461, -1134437532, -1134437533, -1134846413, -1134846414, -18638907, -1256274215, -1256274216, -1255517951, -1255517952, -1255517973, -1255517974, -98034323, -1214760256, -1214760257, -115921621, -1214760174, -1214760175, -1214760599, -1214760600, -1091709588, -1091709589, -98034327, -1255518906, -1255518907, -1255518908, -1091535135, -1091535136, -98034326, -1255501854, -1255501855, -1255501846, -1255501845, -1213697484, -1255501815, -1255501816, -1213697527, -1213697528, -710761133, -1213697435, -1213697436, -1213697437, -1213697577, -1213697578, -125387199, -1178823402, -1178823403, -18638883, -18638880, -18638874, -1178823400, -1178823401, -1178827049, -1189982801, -1189982802, -125387195, 1189982803, 1189982805, 1280537914, 1280537913, 1126115045, 1126115044, 1126115043, 125392838, 901882106, 901882108, 901882107, 1280537916, 1280537915]",1,,,,,
59,1,0,0,0.2093009,0.4080104,0.6073609,0.5516585,0.1833381,0.3384104,0,0,1.458662,0.1416039,"[3, -1255403120, -1255403121, -1255403133, -1255403134, -1255403141, -1255409565, -1255409566, -1255409560, -1255409561, -1255409544, -1255399190, -1255399185, -1255399168, -1255399167, -1090999350, -1286790421, -1286790422, -1255399243, -1255399244, -1285464061, -1285464062, -1255399196, -1255396884, -1255396953, -1255396954, -1255396947, -1255396948, -1194478391, -1286777838, -1286777839, -1255423708, -1255423705, -1255423706, -1255423704, -1255423697, -1255423698, -1255423695, -1255423677, -1255423676, -1255423672, -1213697925, -1213698016, -1213698017, -1255420968, -1255420969, -1255420967, -1255420964, -1255420965, -1255420962, -1255419306, -1255419307, -1255419304, -1255419305, -1090998063, -1238437940, -1255418822, -1255418823, -1255418819, -1255402204, -1255410690, -1255410691, -1255410630, -1255410623, -1255410608, -1255410609, -1285459299, -1285459300, -1285459607, -1285459608, -1255410699, -1057173347, -1057173348, -1287171822, -1287171823, -1255419003, -1255419004, -1255419012, -1255419014, -1255419015, -1214761150, -1214760995, -1214760996, 1214761128, 1214761127, 1214760701, 1214760700, 98034361, 1285457635, 1285457634, 1255425840, 1255425839, 1255425833, 1091748896, 1091748895, 1255417665, 1255417664, 1255417656, 1255417662, 1255417661, 1255417648, 1255417647, 1255417641, 1255417305, 1255417304, -1255417299, 1255417279, 1255417278, 1255433962, 1255433961, 1255433957, 1255433968, 1255433969, 1255433974, 1255433976, 1255433975, 1255433979, 1255433978, 1255433981, 1255433982, 1285457736, 1285457735, 1256070952, 1256070951, 1285457888, 1285458821, 1285458820, 98034358, 1255648946, 1285459232, 1285459273, 1287084032, 1287084031, 778168878, 778168877, 1255422044, 1255422043, 1255419260, 1255407448, 1255407447, 1255407446, 1255407441, 1255407440, 1255407457, 1255407460, 1286782322, 1286782321, 1255418333, 1255418332, 1255409947, 1255411158, 1255411157, 1255411155, 1255411152, 1255409922, 1213483193, 1213483192, 1285461546, 1285461545, 1213430810, 1090725659, 1213430987, 1213430986, 1213430853, 1213430852, 1285461750, 1285461749, 1285461572, 1091710709, 1281986466, 1281986465, 90962657, 1285462194, 1285462193, 1091846877, 1091846876, 1255532949, 1255532948, 1255532951, 1255532950, 1255430010, 1091710531, 1285461951, 1285461950, 1213697832, 1213697697, -1213697654, -1237644004, -1237644005, -1255431911, -1255431912, -1213697798, -97976457, -97976460, -97976461, -1134437532, -1134437533, -1134846413, -1134846414, -18638907, -1256274215, -1256274216, -1255517951, -1255517952, -1255517973, -1255517974, -98034323, -1214760256, -1214760257, -115921621, -1214760174, -1214760175, -1214760599, -1214760600, -1091709588, -1091709589, -98034327, -1255518906, -1255518907, -1255518908, -1091535135, -1091535136, -98034326, -1255501854, -1255501855, -1255501846, -1255501845, -1213697484, -1255501815, -1255501816, -1213697527, -1213697528, -710761133, -1213697435, -1213697436, -1213697437, -1213697577, -1213697578, -125387199, -1178823402, -1178823403, -18638883, -18638880, -18638874, -1178823400, -1178823401, -1178827049, -1189982801, -1189982802, -125387195, 1189982803, 1189982805, 1280537914, 1280537913, 1126115045, 1126115044, 1126115043, 125392838, 901882106, 901882108, 901882107, 1280537916, 1280537915]",1,,,,,
60,0,0,0,0.6443602,1.9511172,0,0,0.3556398,0.7365403,0,0,1.0930837,0.1520221,"[1, 1255403151, 1214760057, 1214760056, 1255403204, 1255403203, 1090725661, 1255403159, 1255403158, 97977202, 1285463665, 1285463664, 1090724147, 97977200, 1255403054, 1255403053, 1194479732, 1237494377, 1237494376, 1255403058, 1255403057, 1255403067, 1285463747, 1285463746, 1255403071, 1255403074, 1255403073, 1255403077, 1255403076, 1090725102, 1237523064, 1237523063, 1122916239, 125428381, 1237519326, 1237519325, 1091005642, 1090725087, 1090725086, 1255409618, 1255409623, 1255409622, 1122913417, 115921416, 1090724160, 1090724159, 97977186, 1255652624, 1255652629, 1255652628, 1255652617, 1255651326, 1255651320, 1255651319, 1285464325, 1285464324, 1255650395, 97977182, 1255649593, 1255649592, 1255649586, 1255582802, 1255649582, 1255649581, 1255581256, 1255581255, 1255580703, 710274497, 1255577349, 1255577348, 1285518803, 1285518802, 1213820675, 1214072776, 1214072775, 1213820609, 1213820608, 1124215555, 1124217877, 1124217876, 1195359433, 1195363335, 1195363334, 1304682126, 1195363332, 1281376682, 1281376681, 1281376684, 1281376683, 1124410855, 1124410854, 1195362289, 1195362288, 19440527, 19440528, 19440532, 1084126296, 19440536, 19440535, 1124410852, 1124410851, 1124410850, 18639757]",1,,,,,
